Record_Type,Current_Location,Animal_Name,Age,Animal_Gender,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,Memo,animal_type,Animal_Breed,id
FOUND,Paws,,12 WEEKS,Male,Black,10-Jul-25,Received on,17500 block of  15TH AVE NE,SHORELINE,WA,98155,Received on: 2025-07-10<p/> Found Near: 17500 block of  15TH AVE NE<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: Paws<p/>,Cat,Domestic Shorthair,731808
FOUND,Paws,,1 YEAR,Female,Tortie,10-Jul-25,Received on,17500 block of  15TH AVE NE,SHORELINE,WA,98155,Received on: 2025-07-10<p/> Found Near: 17500 block of  15TH AVE NE<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: Paws<p/>,Cat,Domestic Shorthair,731809
LOST,LOST,,Unknown<p/>,Unknown,Brown,10-Jul-25,Date Lost,KB  HOMES JENKINS LANDING 265TH STREET,,WA,,"Description: Small brown dog with short fluffy or curly fur. Maybe a short tail.<p/>Age: Unknown<p/>Location Lost: KB homes Jenkins landing 265th street, Kent WA  98042<p/>Lost Date: 2025-07-10<p/>",Dog,Miniature Poodle,731814
LOST,LOST,,Unknown<p/>,Unknown,Brown,10-Jul-25,Date Lost,KB  HOMES JENKINS LANDING 265TH STREET,,WA,,"Description: Small brown dog with short fluffy or curly fur. Maybe a short tail.<p/>Age: Unknown<p/>Location Lost: KB homes Jenkins landing 265th street, Kent WA  98042<p/>Lost Date: 2025-07-10<p/>",Dog,Miniature Poodle,731815
FOUND,In Public Home,,Unknown<p/>,Unknown,Brown,10-Jul-25,Date Found,KB  HOMES JENKINS LANDING 265TH STREET,,WA,,"<p/>Age: Unknown<p/>Found Near: KB homes Jenkins Landing 265th street, Kent WA  98042<p/>Found Date: 2025-07-10<p/>",Dog,Miniature Poodle,731816
LOST,LOST,Mr. Bean,Over 1 year<p/>,Male,Unknown,3-Jul-25,Date Lost,50TH  AVE E,112TH,WA,,"Description: A Large boy who is very sweet with a docile and friendly temperament. Gold coat with black spots covering body and belly, white around mouth, green eyes. <p/>Age: Over 1 year<p/>Location Lost: 50th ave e, 112th st e , Tacoma WA  98446<p/>Lost Date: 2025-07-03<p/>",Cat,Bengal,731818
LOST,LOST,Scarlet,Over 1 year<p/>,Female,Unknown,8-Jul-25,Date Lost,Military  Rd S & S 140th St,SeaTac,WA,98168,"Description: 12-year-old Siamese female cat. Pooch belly. Blue eyes, cross-eyed. <p/>Age: Over 1 year<p/>Location Lost: Military Road S and S 140th St, Seattle WA  98168<p/>Lost Date: 2025-07-08<p/>",Cat,Siamese,731821
LOST,LOST,Pancho,Under 1 year<p/>,Male,Unknown,7-Jul-25,Date Lost,W  SMITH ST AND MEEKER ST,,WA,,"Description: Grey tabby cat with green eyes, short hair, less than a year old.<p/>Age: Under 1 year<p/>Location Lost: W Smith St and Meeker St , Kent WA  98032<p/>Lost Date: 2025-07-07<p/>",Cat,American Shorthair,731824
LOST,LOST,Frankie,Under 1 year<p/>,Female,Unknown,9-Jul-25,Date Lost,116th  Ave NE & NE 60th St,Kirkland,WA,98033,"Description: Female neutered calico<p/>Age: Under 1 year<p/>Location Lost: 116th ave NE and 60th St, Kirkland WA  98033<p/>Lost Date: 2025-07-09<p/>",Cat,Domestic Shorthair,731841
LOST,LOST,Scout W/extr,Over 1 year<p/>,Female,Unknown,10-Jul-25,Date Lost,NW  62ND & 24TH NW,,WA,,"<p/>Age: Over 1 year<p/>Location Lost: NW 62nd & 24th NW, Seattle WA  98107<p/>Lost Date: 2025-07-10<p/>",Cat,American Shorthair,731843
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Miney,12 WEEKS,Female,Torbie / White,11-Jul-25,Received on,24500 block of  RUSSELL RD S,KENT,WA,98032,"Received on: 2025-07-11<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Torbie / White Female Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,731848
ADOPTABLE,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ennie,11 WEEKS,Spayed Female,Gray / White,11-Jul-25,Received on,,,WA,,"Received on: 2025-07-11<p/> Description: Gray / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Ennie and I am available for adoption!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",Cat,Domestic Shorthair,731849
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mo,12 WEEKS,Male,Black / White,11-Jul-25,Received on,24500 block of  RUSSELL RD S,KENT,WA,98032,"Received on: 2025-07-11<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,731850
LOST,LOST,Tisha,Over 1 year<p/>,Female,White,5-Jul-25,Date Lost,137TH  PL SE AND SE23RD ST (IN BELLEVUE),,WA,,"Description: White cockatiel with light yellow head crown feathers and light yellow color under beak, pale beak, a few grey feathers on upper back, and reddish cheek circles. Healthy full plumage. <p/>Age: Over 1 year<p/>Location Lost: 137th Pl SE and SE23rd St (in Bellevue), Bellevue WA  98005<p/>Lost Date: 2025-07-05<p/>",Bird,,731864
LOST,LOST,Hopscotch,Unknown<p/>,Female,Unknown,8-Jul-25,Date Lost,2400 block of  170TH PL SE,Bellevue,WA,98008,"<p/>Age: Unknown<p/>Location Lost: 2425 170th pl se, Bellevue WA  98007<p/>Lost Date: 2025-07-08<p/>",Cat,Domestic Longhair,731865
LOST,LOST,Loki,Over 1 year<p/>,Female,Unknown,9-Jul-25,Date Lost,4300 block of  CORLISS AVE N,Seattle,WA,98103,"Description: Grey somewhat shaggy hair - may be a bit matted. Chimera (two-color) face grey and tan. <p/>Age: Over 1 year<p/>Location Lost: 4318 Corliss Ave N, Seattle WA  98103<p/>Lost Date: 2025-07-09<p/>",Cat,Domestic Mediumhair,731871
LOST,LOST,Byrde,Over 1 year<p/>,Female,Unknown,4-Jul-25,Date Lost,12th  Ave S & S Nevada St,Seattle,WA,98108,"Description: 12 year old F/S domestic long hair. thinner body condition. Some pigment art changes in her Irises.<p/>Age: Over 1 year<p/>Location Lost: 12th Ave S and Nevada, Seattle WA  98108<p/>Lost Date: 2025-07-04<p/>",Cat,Domestic Longhair,731874
FOUND,In Public Home,,Unknown<p/>,Unknown,Brown,12-Jul-25,Date Found,W  James St & Lincoln Ave N,Kent,WA,98032,"Description: Small brown Chihuahua, very skinny and malnourished. Seems to be missing teeth and has a crooked snout. <p/>Age: Unknown<p/>Found Near: W James St and Lincoln Ave N, Kent WA  98032<p/>Found Date: 2025-07-12<p/>",Dog,Chihuahua - Smooth Coated,731875
LOST,LOST,Leilana,Over 1 year<p/>,Female,Brown,10-Jul-25,Date Lost,WOODLAND  PARK AVE. N. & 41ST,,WA,,"Description: Small brown tabby cat with green eyes. <p/>Age: Over 1 year<p/>Location Lost: Woodland Park Ave. N. & 41st, Seattle WA  98103<p/>Lost Date: 2025-07-10<p/>",Cat,Domestic Shorthair,731882
LOST,LOST,Swarley,Over 1 year<p/>,Male,Black,12-Jul-25,Date Lost,16th  Ave S & S 246th Pl,Des Moines,WA,98198,"Description: Tri-color corgi/heeler mix. Senior dog. Has a long tail, hair missing at the end. Collar is blue/green with pineapples on it. Big erect ears.<p/>Age: Over 1 year<p/>Location Lost: 16th Ave S and 246th Pl, Seattle WA  98198<p/>Lost Date: 2025-07-12<p/>",Dog,Pembroke Welsh Corgi,731887
LOST,LOST,Swarley,Over 1 year<p/>,Male,Black,12-Jul-25,Date Lost,24500 block of  16TH AVE S,Des Moines,WA,98198,"Description: Black and white with brown marks - older - has colour<p/>Age: Over 1 year<p/>Location Lost: 24527 16th Ave south, Seattle WA  98198<p/>Lost Date: 2025-07-12<p/>",Dog,Welsh Terrier,731888
LOST,LOST,Boy,Over 1 year<p/>,Male,Brown,12-Jul-25,Date Lost,12700 block of  SE 253RD CT,Kent,WA,98030,"<p/>Age: Over 1 year<p/>Location Lost: 12722 Southeast 253rd Court, Kent WA  98030<p/>Lost Date: 2025-07-12<p/>",Dog,Australian Cattle Dog,731895
FOUND,In Public Home,,Under 1 year<p/>,Male,Unknown,12-Jul-25,Date Found,28700 block of  34TH AVE S,,WA,98001,"Description: White tan color, calm and under 1 year old. Had pink color no tag<p/>Age: Under 1 year<p/>Found Near: 28700 block of  34TH AVE S<p/>Found Date: 2025-07-12<p/>",Dog,American Staffordshire,731904
LOST,LOST,Johnny,Unknown<p/>,Male,White,12-Jul-25,Date Lost,100 block of  145TH AVE NE,Bellevue,WA,98007,"<p/>Age: Unknown<p/>Location Lost: 120 145th Ave NE, Bellevue WA  98007<p/>Lost Date: 2025-07-12<p/>",Cat,Siamese,731905
LOST,LOST,Nika,Over 1 year<p/>,Female,Unknown,12-Jul-25,Date Lost,16400 block of  NE 12TH ST,Bellevue,WA,98008,"Description: Big girl, grey, with blue eyes. She has a crooked tail and is very shy. I'm not so sure of what breed, maybe a mix between Russian Blue and Tonkinese. <p/>Age: Over 1 year<p/>Location Lost: 16404 NE 12TH ST, Bellevue WA  98008<p/>Lost Date: 2025-07-12<p/>",Cat,Tonkinese,731909
LOST,LOST,Snowball,Over 1 year<p/>,Female,White,6-Jul-25,Date Lost,220TH  PLACE SE & SE 240TH PL,Maple Valley,WA,98038,"Description: Snowball is a 2 yr old seal point Himalayan cat with blue eyes. She is the sweetest soul and loves to roam. She has never not come back home.<p/>Age: Over 1 year<p/>Location Lost: 220th Pl SE and 240th, Maple Valley WA  98038<p/>Lost Date: 2025-07-06<p/>",Cat,Himalayan,731912
FOUND,In Public Home,,Under 1 year<p/>,Male,Unknown,12-Jul-25,Date Found,28700 block of  34TH AVE S,,WA,98001,"Description: White tan color, calm and under 1 year old. Had pink color no tag<p/>Age: Under 1 year<p/>Found Near: 28700 block of  34TH AVE S<p/>Found Date: 2025-07-12<p/>",Dog,American Staffordshire,731914
LOST,LOST,Aela,Under 1 year<p/>,Female,Black,12-Jul-25,Date Lost,300 block of  S St SE,Auburn,WA,98002,"Description: Small mostly black dog with white chest. She’s a mal mix who’s around 19” at the withers and 27 pounds<p/>Age: Under 1 year<p/>Location Lost: 204th Ave SE & SE 259th St, Kent WA  98042<p/>Lost Date: 2025-07-12<p/>",Dog,Belgian Malinois,731921
LOST,LOST,Mufusa,Over 1 year<p/>,Male,Black,13-Jul-25,Date Lost,25100 block of  97TH PL S,Kent,WA,98030,"Description: He’s a very small, black, short-haired cat with green eyes, chubby cheeks, and some balding  on his legs and scabs on his body.<p/>He’s very shy and easily scared — he won’t come to strangers and is likely hiding under porches, bushes, decks, sheds, or garages.<p/>He looks black, but in the sun he may appear dark dark brown.<p/>He also has a few white/gray hairs near his shoulders.<p/>Age: Over 1 year<p/>Location Lost: 25119 97th pl s , Kent WA  98030<p/>Lost Date: 2025-07-13<p/>",Cat,Bombay,731930
LOST,LOST,Luna,Over 1 year<p/>,Female,Black,10-Jul-25,Date Lost,9400 block of  REDMOND WOODINVILLE RD NE AND 90TH ST,,WA,,"Description: Black skinny shorthair Bombay cat. 1.5 years old. Has white spot in her chest and tummy. <p/>Age: Over 1 year<p/>Location Lost: 9470 Redmond Woodinville rd NE and 90th st , Redmond WA  98052<p/>Lost Date: 2025-07-10<p/>",Cat,Bombay,731931
LOST,LOST,Mufusa,Over 1 year<p/>,Male,Black,13-Jul-25,Date Lost,25100 block of  97TH PL S,Kent,WA,98030,"Description: He’s a very small, black, short-haired cat with green eyes, chubby cheeks, and some balding  on his legs and scabs on his body.<p/>He’s very shy and easily scared — he won’t come to strangers and is likely hiding under porches, bushes, decks, sheds, or garages.<p/>He looks black, but in the sun he may appear dark dark brown.<p/>He also has a few white/gray hairs near his shoulders.<p/>Age: Over 1 year<p/>Location Lost: 25119 97th pl s , Kent WA  98030<p/>Lost Date: 2025-07-13<p/>",Cat,Bombay,731932
LOST,LOST,Milo,Over 1 year<p/>,Male,Black,10-Jul-25,Date Lost,3500 block of  S 263RD ST,Kent,WA,98032,"Description: uneutered grey male cat has scabs on his chest and very vocal <p/>Age: Over 1 year<p/>Location Lost: 3525 s 263rd st, Kent WA  98032<p/>Lost Date: 2025-07-10<p/>",Cat,Russian Blue,731934
LOST,LOST,Teaka,Over 1 year<p/>,Male,White,6-Jul-25,Date Lost,48TH  & S 150TH ST,,WA,,"Description: White with black patches and an all black nose. About 6 years old and neutered.<p/>Age: Over 1 year<p/>Location Lost: 48th & S 150th St, Seattle WA  98188<p/>Lost Date: 2025-07-06<p/>",Cat,Domestic Mediumhair,731938
LOST,LOST,Prince,Over 1 year<p/>,Male,Unknown,10-Jul-25,Date Lost,5TH  AVENUE BURIEN,,WA,,"Description: Prince is a Gray domestic cat with a striped print.  He is chunky, 15-20lbs. He should be wearing a sparkly blue collar with a bell. <p/>Age: Over 1 year<p/>Location Lost: 5th Avenue Burien, Seattle WA  98146<p/>Lost Date: 2025-07-10<p/>",Cat,American Shorthair,731942
LOST,LOST,Oreo(pumpkin,Over 1 year<p/>,Female,Unknown,13-Jul-25,Date Lost,SE  258 PL & 10ST AVE SE,,WA,,"Description: 2 years old black and white Tuxedo cat, pink collar with a doughnut charm<p/>Age: Over 1 year<p/>Location Lost: SE 258 Pl & 10st Ave SE, Kent WA  98030<p/>Lost Date: 2025-07-13<p/>",Cat,Domestic Shorthair,731943
LOST,LOST,Buddy,Over 1 year<p/>,Male,Unknown,13-Jul-25,Date Lost,CEDAR  RIVER TRAIL / LANDSBERG ISSQ HOBART RD,,WA,,"Description: Very long wavy chest hair. <p/>Age: Over 1 year<p/>Location Lost: Cedar River Trail / Landsberg Issq Hobart Rd, Maple Valley WA  98038<p/>Lost Date: 2025-07-13<p/>",Dog,Golden Retriever,731955
LOST,LOST,Johnny,Over 1 year<p/>,Male,White,12-Jul-25,Date Lost,100 block of  145TH AVE NE,Bellevue,WA,98007,"<p/>Age: Over 1 year<p/>Location Lost: 120 145th Ave NE, Bellevue WA  98007<p/>Lost Date: 2025-07-12<p/>",Cat,Siamese,731956
LOST,LOST,Johnny,Over 1 year<p/>,Male,White,12-Jul-25,Date Lost,100 block of  145TH AVE NE,Bellevue,WA,98007,"<p/>Age: Over 1 year<p/>Location Lost: 120 145th Ave NE, Bellevue WA  98007<p/>Lost Date: 2025-07-12<p/>",Cat,Siamese,731957
LOST,LOST,Aela,Under 1 year<p/>,Female,Black,12-Jul-25,Date Lost,300 block of  S St SE,Auburn,WA,98002,"Description: Small mostly black dog with white chest. She’s a mal mix who’s around 19” at the withers and 27 pounds<p/>Age: Under 1 year<p/>Location Lost: 204th Ave SE & SE 259th St, Kent WA  98042<p/>Lost Date: 2025-07-12<p/>",Dog,Belgian Malinois,731958
LOST,LOST,Prince,Over 1 year<p/>,Male,Unknown,10-Jul-25,Date Lost,13200 block of  5TH AVE SW,Burien,WA,98146,"Description: Prince is a gray striped short haired male cat. He should be wearing a blue sparkly collar with a bell. He is a big boy- 15-20lbs. <p/>Age: Over 1 year<p/>Location Lost: 13223 5th Ave SW, Seattle WA  98146<p/>Lost Date: 2025-07-10<p/>",Cat,American Shorthair,731960
LOST,LOST,Johnny,Over 1 year<p/>,Male,White,12-Jul-25,Date Lost,100 block of  145TH AVE NE,Bellevue,WA,98007,"<p/>Age: Over 1 year<p/>Location Lost: 120 145th Ave NE, Bellevue WA  98007<p/>Lost Date: 2025-07-12<p/>",Cat,Siamese,731963
LOST,LOST,Buddy,Over 1 year<p/>,Male,Brown,13-Jul-25,Date Lost,LANDSBURG  PARK,HOBAR,WA,,"Description: Buddy is 3 years old and neutered. He has a cowardly lion mane and wide back feet. <p/>Age: Over 1 year<p/>Location Lost: Landsburg Park, Hobart, WA, USA, Maple Valley WA  98038<p/>Lost Date: 2025-07-13<p/>",Dog,Golden Retriever,731964
LOST,LOST,Benny,Over 1 year<p/>,Male,Unknown,14-Jul-25,Date Lost,28800 block of  SOUND VIEW DR S,Des Moines,WA,98198,"Description: Orange tabby with bald belly and one funny eye. Tipped ear. <p/>Age: Over 1 year<p/>Location Lost: 28811 Sound View Dr S, Seattle WA  98198<p/>Lost Date: 2025-07-14<p/>",Cat,American Shorthair,731967
FOUND,In Public Home,,Under 1 year<p/>,Male,Unknown,14-Jul-25,Date Found,132nd  Ave SE & SE 248th St,Kent,WA,98042,"Description: Grey kitten, yellow eyes<p/>Age: Under 1 year<p/>Found Near: 132nd street and SE 248th street, Kent WA  98030<p/>Found Date: 2025-07-14<p/>",Cat,American Shorthair,731986
LOST,LOST,Fabian,Over 1 year<p/>,Male,Unknown,11-Jul-25,Date Lost,NE  127th Way & 232nd Pl NE,King County,WA,98053,"Description: Brown tabby no white markings <p/>Age: Over 1 year<p/>Location Lost: 127th Ave SE and SE 232nd St , Kent WA  98031<p/>Lost Date: 2025-07-11<p/>",Cat,Domestic Shorthair,732018
LOST,LOST,Jet,Under 1 year<p/>,Male,Black,13-Jul-25,Date Lost,98075 98075,,WA,98075,"Description: completely black, green eyes, boy<p/>Age: Under 1 year<p/>Location Lost: Se 14th pl Sammamish , Sammamish WA  98075<p/>Lost Date: 2025-07-13<p/>",Cat,Serval,732019
FOUND,In Public Home,Nova,Unknown<p/>,Spayed Female,Sable,14-Jul-25,Date Found,219th  Ave SE & SE 368th Way,King County,WA,98022,"Description: She is young and kind of protective <p/>Age: Unknown<p/>Found Near: 219th and 368th , Enumclaw WA  98022<p/>Found Date: 2025-07-14<p/>",Dog,Alaskan Husky / Mix,732037
FOUND,In Public Home,,Unknown<p/>,Male,Brown,15-Jul-25,Date Found,Bagley  Ave N & East Green Lake Dr N,Seattle,WA,98103,"Description: Light brown and white medium sized dog walking around green lake looks healthy no collar <p/>Age: Unknown<p/>Found Near: Bagley ave n and e green lake drive, Seattle, Seattle WA  98103<p/>Found Date: 2025-07-15<p/>",Dog,Boxer,732038
LOST,LOST,Duke,Under 1 year<p/>,Male,Black,13-Jul-25,Date Lost,KENT  KANGLEY AND 116TH,,WA,,"Description: Small 8month old black cat with white back toes and white patch on chest. Grey collar with phone number on it. Neutered and about 10 pounds<p/>Age: Under 1 year<p/>Location Lost: Kent Kangley and 116th, Kent WA  98031<p/>Lost Date: 2025-07-13<p/>",Cat,Domestic Mediumhair,732077
FOUND,In Public Home,,Unknown<p/>,Unknown,Unknown,15-Jul-25,Date Found,Warner  Ave & Winter Pl,Enumclaw,WA,98022,"Description: Light gray with white paws<p/>Age: Unknown<p/>Found Near: Warner Ave and Winter Pl, Enumclaw WA  98022<p/>Found Date: 2025-07-15<p/>",Cat,Domestic Mediumhair,732081
LOST,LOST,Luna,Over 1 year<p/>,Female,Black,10-Jul-25,Date Lost,9400 block of  REDMOND WOODINVILLE RD NE AND 90TH ST,,WA,,"Description: She is black smaller to medium size cat. Has white spot on her chest and tummy. <p/>Age: Over 1 year<p/>Location Lost: 9470 Redmond Woodinville rd NE and 90th st, Redmond WA  98052<p/>Lost Date: 2025-07-10<p/>",Cat,Bombay,732086
LOST,LOST,Hunter,Over 1 year<p/>,Male,Unknown,15-Jul-25,Date Lost,SE  174th Ln & 121st Ln SE,Renton,WA,98058,"Description: Gray Tabby Cat was wearing a blue harness<p/>Age: Over 1 year<p/>Location Lost: SE 174th Ln and 121st Ln SE, Renton WA  98058<p/>Lost Date: 2025-07-15<p/>",Cat,Norwegian Forest Cat,732102
FOUND,In Public Home,,Unknown<p/>,Male,Brown,16-Jul-25,Date Found,E  TERRACE STREET & 10TH AVE,Seattle,WA,98122,"Description: This dog walked up to me and my dog. He seemed interested in my dog but was afraid of me. He ran away south on 10th Ave because he was afraid of me.<p/>Age: Unknown<p/>Found Near: Terrace St & 10th Ave, Seattle WA  98122<p/>Found Date: 2025-07-16<p/>",Dog,Belgian Malinois,732107
LOST,LOST,Gus,,Male,White,14-Jul-25,Date Lost,39th  Ave SW & SW Stevens St,Seattle,WA,98116,,Cat,Tonkinese,732108
LOST,LOST,Otis,Over 1 year<p/>,Male,Unknown,15-Jul-25,Date Lost,2600 block of  118TH AVE SE,Bellevue,WA,98005,"Description: Black, tall, long limbs, long tail, smooth coat that kind of sticks out in spikes. Very friendly, wary of strangers.<p/>Age: Over 1 year<p/>Location Lost: 2630 118th Ave SE, Bellevue WA  98005<p/>Lost Date: 2025-07-15<p/>",Cat,American Shorthair,732132
LOST,LOST,Raven,Over 1 year<p/>,Female,Unknown,4-Jul-25,Date Lost,255TH  AND LAKE WILDERNESS DR,,WA,,"Description: She is fixed, 3 years old, bengal, looks like a tabby I guess, but she’s bengal, brownish/orange (mainly brown, black stripes. <p/>Age: Over 1 year<p/>Location Lost: 255th and lake wilderness Dr , Maple Valley WA  98038<p/>Lost Date: 2025-07-04<p/>",Cat,Bengal,732140
